"Prov","Comu","Dist","CodScuola","ScAssiciataA","Indirizzo","ScPrincipaleCon"
"FROSINONE","SAN VITTORE DEL LAZIO","059","FRAA843065","FRIC843003","VIA BAGNO SAN VITTORE DEL LAZIO",""
"FROSINONE","VALLEMAIO","059","FRAA80204R","FRIC80200R","PIAZZA ANNUNZIATA VALLEMAIO",""
"FROSINONE","VALLEROTONDA","059","FRAA857074","FRIC857001","PIAZZA MUNICIPIO",""
"FROSINONE","VALLEROTONDA","059","FRAA857063","FRIC857001","VIA CIRCUMVALLAZIONE VALVORI",""
"FROSINONE","VILLA SANTA LUCIA","059","FRAA82503C","FRIC82500D","VIA ROMA",""
"FROSINONE","VILLA SANTA LUCIA","059","FRAA82505E","FRIC82500D","VIA DELLA SORGENTE FRAZ. PIUMAROLA",""
"FROSINONE","VITICUSO","059","FRAA843087","FRIC843003","VIA S. ANTONINO VITICUSO",""
"FROSINONE","FILETTINO","035","FREE807023","FRIC80700X","",""
"FROSINONE","TREVI NEL LAZIO","035","FREE807034","FRIC80700X","LOC CAPOLUOGO",""
"FROSINONE","TREVI NEL LAZIO","050","FRCT704009","","ANAGNI - VIA SANT'ANGELO","CON SEDI CARCERARIE"
"FROSINONE","ACUTO","050","FREE836023","FRIC83600X","",""
"FROSINONE","ANAGNI","050","FREE056007","","PIAZZA R BONGHI 2 ANAGNI",""
"FROSINONE","ANAGNI","050","FREE056018","","ANAGNI PIAZZA RUGGERO BONGHI",""
"FROSINONE","ANAGNI","050","FREE844022","FRIC84400V","VIA S. BARTOLOMEO ANAGNI",""
"FROSINONE","ANAGNI","050","FREE844033","FRIC84400V","P. ZZA S. GIUSEPPE ANAGNI",""
"FROSINONE","ANAGNI","050","FREE84502T","FRIC84500P","PANTANELLO",""
"FROSINONE","ANAGNI","050","FREE844044","FRIC84400V","VIA S. FILIPPO ANAGNI",""
"FROSINONE","ANAGNI","050","FREE844011","FRIC84400V","VIALE REG. MARGHERITA LOC CAPOLUOGO",""
"FROSINONE","ANAGNI","050","FREE84503V","FRIC84500P","VIA SAN GIORGETTO",""
"FROSINONE","ANAGNI","050","FREE84501R","FRIC84500P","TUFANO",""
"FROSINONE","ANAGNI","050","FRIC84400V","","ANAGNI - VIALE REGINA MARGHERITA 17","CON SEZIONI ASSOCIATE"
"FROSINONE","ANAGNI","050","FRIC84500P","","ANAGNI - VIA SAN GIORGETTO","CON SEZIONI ASSOCIATE"
"FROSINONE","FIUGGI","050","FREE836012","FRIC83600X","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"FROSINONE","FIUGGI","050","FRIC83600X","","FIUGGI - VIA VAL MADONNA 14","CON SEZIONI ASSOCIATE"
"FROSINONE","PALIANO","050","FREE827017","FRIC827005","VIA F. LLI BEGUINOT PALIANO",""
"FROSINONE","PALIANO","050","FREE70401N","","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"FROSINONE","PALIANO","050","FRIC827005","","PALIANO - VIA FRATELLI BEGUINOT 30/A","CON SEZIONI ASSOCIATE"
"FROSINONE","PIGLIO","050","FREE807012","FRIC80700X","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"FROSINONE","PIGLIO","050","FRIC80700X","","PIGLIO - VIA PIAGGE","CON SEZIONI ASSOCIATE"
"FROSINONE","SERRONE","050","FREE806016","FRIC806004","LA FORMA SERRONE",""
"FROSINONE","SERRONE","050","FRIC806004","","SERRONE - VIA MONTE SCALAMBRA SNC","CON SEZIONI ASSOCIATE"
"FROSINONE","SGURGOLA","050","FREE84101D","FRIC84100B","VIA 2 GIUGNO 22 SGURGOLA",""
"FROSINONE","SGURGOLA","050","FRIC84100B","","VIA DUE GIUGNO N. 22","CON SEZIONI ASSOCIATE"
"FROSINONE","ALATRI","051","FREE83701T","FRIC83700Q","VIA DEL CALSANZIO 7",""
"FROSINONE","ALATRI","051","FREE83801N","FRIC83800G","VIA DELLE CINQUE STRADE ALATRI",""
"FROSINONE","ALATRI","051","FREE83802P","FRIC83800G","VIA VALLE LOC. FIURA",""
"FROSINONE","ALATRI","051","FREE83803Q","FRIC83800G","VIA MONTE SAN GREGORIO ALATRI",""
"FROSINONE","ALATRI","051","FREE83702V","FRIC83700Q","VIA LARGO GRAZIOSI 8",""
"FROSINONE","ALATRI","051","FREE80801T","FRIC80800Q","VIA MOLE BISLETI SNC ALATRI",""
"FROSINONE","ALATRI","051","FREE83703X","FRIC83700Q","VIA VALLE SAN MATTEO MONTE SAN MARINO",""
"FROSINONE","ALATRI","051","FREE80803X","FRIC80800Q","VIA DANIMARCA LOC. TECCHIENA",""
"FROSINONE","ALATRI","051","FRIC80800Q","","ALATRI - TECCHIENA - VIA DANIMARCA1","CON SEZIONI ASSOCIATE"
"FROSINONE","ALATRI","051","FRIC83700Q","","ALATRI - VIA DEL CALASANZIO 7","CON SEZIONI ASSOCIATE"
"FROSINONE","ALATRI","051","FRIC83800G","","ALATRI - VIA MADONNA DELLA SANITA' 5/A","CON SEZIONI ASSOCIATE"
"FROSINONE","COLLEPARDO","051","FREE80405P","FRIC80400C","VIA D'ALATRI LOC. CAPOLUOGO",""
"FROSINONE","GUARCINO","051","FREE80401E","FRIC80400C","VIA SAN FRANCESCO N. 9",""
"FROSINONE","GUARCINO","051","FRIC80400C","","GUARCINO - VIA S. FRANCESCO N. 9","CON SEZIONI ASSOCIATE"
"FROSINONE","TORRE CAJETANI","051","FREE80402G","FRIC80400C","VIA SPIUGHE TORRE CAJETANI",""
"FROSINONE","TRIVIGLIANO","051","FREE80403L","FRIC80400C","VIA CANAPINE N. 10 TRIVIGLIANO",""
"FROSINONE","VICO NEL LAZIO","051","FREE80404N","FRIC80400C","CONTADA COLLI",""
"FROSINONE","FERENTINO","052","FREE83902E","FRIC83900B","VIA CARTIERA QUARTO FERENTINO",""
"FROSINONE","FERENTINO","052","FREE83901D","FRIC83900B","VIA CIRCONVALLAZIONE FERENTINO",""
"FROSINONE","FERENTINO","052","FREE83903G","FRIC83900B","VIA CASILINA SUD FERENTINO",""
"FROSINONE","FERENTINO","052","FREE84001N","FRIC84000G","VIA BELVEDERE SNC FERENTINO",""
"FROSINONE","FERENTINO","052","FREE84002P","FRIC84000G","VIA TORRENOVERANA FERENTINO",""
"FROSINONE","FERENTINO","052","FREE83905N","FRIC83900B","VIA S. ROCCO MONTECCHIE FERENTINO",""
"FROSINONE","FERENTINO","052","FREE83904L","FRIC83900B","VIA POZZILLI SNC FERENTINO",""
"FROSINONE","FERENTINO","052","FRIC83900B","","FERENTINO - VIA CIRCONVALLAZIONE LOLLI GHETTI","CON SEZIONI ASSOCIATE"
"FROSINONE","FERENTINO","052","FRIC84000G","","FERENTINO - VIA ALFONSO BARTOLI","CON SEZIONI ASSOCIATE"
"FROSINONE","FUMONE","052","FREE83906P","FRIC83900B","VIA VICINALE POZZI-ANAGNI FUMONE",""
"FROSINONE","MOROLO","052","FREE84102E","FRIC84100B","PIAZZA S. ANTONIO MOROLO",""
"FROSINONE","MOROLO","052","FREE84103G","FRIC84100B","CONTRADA CERQUOTTI MOROLO",""
"FROSINONE","SUPINO","052","FREE830013","FRIC830001","VIA DEI NOTARI SNC SUPINO",""
"FROSINONE","SUPINO","052","FRIC830001","","SUPINO - VIA DE' NOTARI SNC","CON SEZIONI ASSOCIATE"
"FROSINONE","SUPINO","053","FRCT70100T","","VIA PUCCINI FROSINONE","CON SEDI CARCERARIE"
"FROSINONE","ARNARA","053","FREE84205D","FRIC842007","VIA GORNJA BISTRA ARNARA",""
"FROSINONE","BOVILLE ERNICA","053","FREE828035","FRIC828001","VIA SCRIMA BOVILLE ERNICA",""
"FROSINONE","BOVILLE ERNICA","053","FREE828013","FRIC828001","VIALE CESARE BATTISTI S. N. C. BOVILLE ERNICA",""
"FROSINONE","BOVILLE ERNICA","053","FREE828024","FRIC828001","VIA CASAVITOLA BOVILLE ERNICA",""
"FROSINONE","BOVILLE ERNICA","053","FRIC828001","","BOVILLE ERNICA - VIA TORRIONE DEI NOBILI 2","CON SEZIONI ASSOCIATE"
"FROSINONE","FROSINONE","053","FREE84601L","FRIC84600E","VIALE TEVERE FROSINONE",""
"FROSINONE","FROSINONE","053","FREE701016","","FROSINONE",""
"FROSINONE","FROSINONE","053","FREE84603P","FRIC84600E","VIA CAVONI FROSINONE",""
"FROSINONE","FROSINONE","053","FREE86002X","FRIC86000R","VIA FOSSE ARDEATINE 26",""
"FROSINONE","FROSINONE","053","FREE84702D","FRIC84700A","VIA LICINIO REFICE FROSINONE",""
"FROSINONE","FROSINONE","053","FREE84703E","FRIC84700A","VIA PIETRO MASCAGNI10 FROSINONE",""
"FROSINONE","FROSINONE","053","FREE860031","FRIC86000R","VIA AMERICA LATINA 105",""
"FROSINONE","FROSINONE","053","FREE84701C","FRIC84700A","VIA VERDI FROSINONE",""
"FROSINONE","FROSINONE","053","FREE85901P","FRIC85900L","VIA MASTRUCCIA FROSINONE",""
"FROSINONE","FROSINONE","053","FREE85902Q","FRIC85900L","VIA DE MATTHAEIS FROSINONE",""
"FROSINONE","FROSINONE","053","FREE85904T","FRIC85900L","VIA MATTEOTTI 1 FROSINONE",""
"FROSINONE","FROSINONE","053","FRIC85900L","","FROSINONE - VIA MASTRUCCIA 35","CON SEZIONI ASSOCIATE"
"FROSINONE","FROSINONE","053","FRIC84700A","","FROSINONE - VIA GIACOMO PUCCINI SNC","CON SEZIONI ASSOCIATE"
"FROSINONE","FROSINONE","053","FRIC84600E","","FROSINONE - VIA TEVERE 72","CON SEZIONI ASSOCIATE"
"FROSINONE","FROSINONE","053","FRIC86000R","","FROSINONE - VIA FOSSE ARDEATINE 14","CON SEZIONI ASSOCIATE"
"FROSINONE","RIPI","053","FREE81101N","FRIC81100G","P. ZZA BACCELLI 1 RIPI",""
"FROSINONE","RIPI","053","FREE81102P","FRIC81100G","VIA VARROCCIA S. GIOVANNI",""
"FROSINONE","RIPI","053","FRIC81100G","","RIPI - PIAZZA G. BACCELLI 1","CON SEZIONI ASSOCIATE"
"FROSINONE","TORRICE","053","FREE81103Q","FRIC81100G","VIA REGINA ELENA TORRICE",""
"FROSINONE","VEROLI","053","FREE84803A","FRIC848006","VIA SAN GIUSEPPE LE PRATA VEROLI",""
"FROSINONE","VEROLI","053","FREE86103R","FRIC86100L","PASS. TA SAN GIUSEPPE VEROLI",""
"FROSINONE","VEROLI","053","FREE848018","FRIC848006","VIA CASE PANETTA VEROLI",""
"FROSINONE","VEROLI","053","FREE86102Q","FRIC86100L","VIA COLLE BERARDI",""
"FROSINONE","VEROLI","053","FREE86101P","FRIC86100L","VIA CROCIFISSO",""
"FROSINONE","VEROLI","053","FREE848029","FRIC848006","VIA I LUCI VEROLI",""
"FROSINONE","VEROLI","053","FREE86104T","FRIC86100L","CASE FIORINI",""
"FROSINONE","VEROLI","053","FRIC848006","","VEROLI - VIA I LUCI","CON SEZIONI ASSOCIATE"
"FROSINONE","VEROLI","053","FRIC86100L","","VEROLI - PIAZZA GIUSEPPE TRULLI 8","CON SEZIONI ASSOCIATE"
"FROSINONE","AMASENO","054","FREE81201D","FRIC81200B","VIA MADONNA DELLE GRAZIE AMASENO",""
"FROSINONE","AMASENO","054","FRIC81200B","","AMASENO - VIA PRATI SNC","CON SEZIONI ASSOCIATE"
"FROSINONE","CASTRO DEI VOLSCI","054","FREE814015","FRIC814003","VIA FRASSO SNC MADONNA DEL PIANO",""
"FROSINONE","CASTRO DEI VOLSCI","054","FRIC814003","","CASTRO DEI VOLSCI - VIA FRASSO SNC","CON SEZIONI ASSOCIATE"
"FROSINONE","CECCANO","054","FREE84204C","FRIC842007","",""
"FROSINONE","CECCANO","054","FREE85802X","FRIC85800R","VIA MARANO CECCANO",""
"FROSINONE","CECCANO","054","FREE842019","FRIC842007","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"FROSINONE","CECCANO","054","FREE85801V","FRIC85800R","VIA PASSO DEL CARDINALE CECCANO",""
"FROSINONE","CECCANO","054","FREE84202A","FRIC842007","",""
"FROSINONE","CECCANO","054","FREE858031","FRIC85800R","VIA SAN FRANCESCO CECCANO",""
"FROSINONE","CECCANO","054","FREE84203B","FRIC842007","",""
"FROSINONE","CECCANO","054","FRIC842007","","CECCANO - VIA GIACOMO MATTEOTTI","CON SEZIONI ASSOCIATE"
"FROSINONE","CECCANO","054","FRIC85800R","","CECCANO - VIA GAETA 123","CON SEZIONI ASSOCIATE"
"FROSINONE","GIULIANO DI ROMA","054","FREE813019","FRIC813007","VIA GUGLIELMO MARCONI N 37 CAPOLUOGO",""
"FROSINONE","GIULIANO DI ROMA","054","FRIC813007","","GIULIANO DI ROMA - VIA XXIII MAGGIO N. 19","CON SEZIONI ASSOCIATE"
"FROSINONE","PATRICA","054","FREE830057","FRIC830001","VIA PATRICIO PATRICA",""
"FROSINONE","PATRICA","054","FREE830068","FRIC830001","VIA QUATTRO STRADE PATRICA",""
"FROSINONE","VILLA SANTO STEFANO","054","FREE81302A","FRIC813007","VIA DANTE ALIGHIERI CAPOLUOGO",""
"FROSINONE","VALLECORSA","054","FREE814026","FRIC814003","VIA LAURETTI VALLECORSA",""
"FROSINONE","CEPRANO","055","FREE83101V","FRIC83100R","VIA ALFIERI N. 78 CEPRANO",""
"FROSINONE","CEPRANO","055","FREE831031","FRIC83100R","VIA CORNETE CEPRANO",""
"FROSINONE","CEPRANO","055","FRIC83100R","","CEPRANO - VIA VITTORIO ALFIERI 78","CON SEZIONI ASSOCIATE"
"FROSINONE","PASTENA","055","FREE815022","FRIC81500V","",""
"FROSINONE","POFI","055","FREE801013","FRIC801001","VIA GIARDINO POFI CAPOLUOGO",""
"FROSINONE","POFI","055","FRIC801001","","POFI - VIA MONS. LUCA CAPOZI 16","CON SEZIONI ASSOCIATE"
"FROSINONE","SAN GIOVANNI INCARICO","055","FREE852021","FRIC85200T","SAN GIOVANNI INCARICO",""
"FROSINONE","STRANGOLAGALLI","055","FREE801035","FRIC801001","VIA ROMA N. 77 STRANGOLAGALLI",""
"FROSINONE","STRANGOLAGALLI","056","FRCT705005","","SORA","CON SEDE AMMINISTRATIVA"
"FROSINONE","ARCE","056","FREE81601R","FRIC81600P","VIA G. MARCONI ARCE",""
"FROSINONE","ARCE","056","FRIC81600P","","ARCE - VIA GUGLIELMO MARCONI S. N. C.","CON SEZIONI ASSOCIATE"
"FROSINONE","ARPINO","056","FREE82901V","FRIC82900R","VIA VITTORIA COLONNA S. N. C. ARPINO",""
"FROSINONE","ARPINO","056","FREE829031","FRIC82900R","LOC. PAGNANELLI ARPINO",""
"FROSINONE","ARPINO","056","FREE829042","FRIC82900R","LOC. SAN SOSIO ARPINO",""
"FROSINONE","ARPINO","056","FRIC82900R","","ARPINO - VIA VITTORIA COLONNA","CON SEZIONI ASSOCIATE"
"FROSINONE","BROCCOSTELLA","056","FREE81701L","FRIC81700E","VIA STELLA BROCCOSTELLA",""
"FROSINONE","BROCCOSTELLA","056","FRIC81700E","","BROCCOSTELLA - VIA DELLA VANDRA 627","CON SEZIONI ASSOCIATE"
"FROSINONE","CAMPOLI APPENNINO","056","FREE81702N","FRIC81700E","VIA BORGO SAN GIACOMO CAMPOLI APPENNINO",""
"FROSINONE","CASTELLIRI","056","FREE83201P","FRIC83200L","VIA PIEMONTE CASTELLIRI",""
"FROSINONE","COLFELICE","056","FREE81602T","FRIC81600P","VIA GUARDIOLA COLFELICE",""
"FROSINONE","FONTANA LIRI","056","FREE82902X","FRIC82900R","VIA ROMA FONTANA LIRI",""
"FROSINONE","FONTECHIARI","056","FREE81904B","FRIC819006","VIALE REGINA MARGHERITA FONTECHIARI",""
"FROSINONE","ISOLA DEL LIRI","056","FREE83203R","FRIC83200L","VIA FORLI ISOLA DEL LIRI",""
"FROSINONE","ISOLA DEL LIRI","056","FREE83204T","FRIC83200L","VIA VALCATOIO ISOLA DEL LIRI",""
"FROSINONE","ISOLA DEL LIRI","056","FREE83202Q","FRIC83200L","VIA MAZZINI 2 ISOLA DEL LIRI",""
"FROSINONE","ISOLA DEL LIRI","056","FREE83206X","FRIC83200L","VIA CARNELLO 38 ISOLA DEL LIRI",""
"FROSINONE","ISOLA DEL LIRI","056","FRIC83200L","","ISOLA DEL LIRI - VIA CARNELLO 38","CON SEZIONI ASSOCIATE"
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FREE835016","FRIC835004","VIA ANITRELLA ANITRELLA",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FREE83303L","FRIC83300C","VIA COLLE SAN MARCO MONTE SAN GIOVANNI CAMPANO",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FREE83304N","FRIC83300C","VIA LUCCA MONTE SAN GIOVANNI CAMPANO",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FREE83302G","FRIC83300C","VIA PORRINO",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FREE835038","FRIC835004","VIA CHIAIAMARI CHIAIAMARI",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FREE835027","FRIC835004","VIA S. FILOMENA COLLI",""
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRIC835004","","MONTE SAN GIOVANNI CAMPANO - VIA POZZO SAN PAOLO","CON SEZIONI ASSOCIATE"
"FROSINONE","MONTE SAN GIOVANNI CAMPANO","056","FRIC83300C","","MONTE SAN GIOVANNI CAMPANO - VIA COLLE S. MARCO","CON SEZIONI ASSOCIATE"
"FROSINONE","PESCOSOLIDO","056","FREE81704Q","FRIC81700E","VIA UMBERTO I PESCOSOLIDO",""
"FROSINONE","POSTA FIBRENO","056","FREE81703P","FRIC81700E","VIA ARDUINO CARBONE POSTA FIBRENO",""
"FROSINONE","ROCCADARCE","056","FREE81603V","FRIC81600P","VIA CANALE ROCCADARCE",""
"FROSINONE","SANTOPADRE","056","FREE829053","FRIC82900R","VIA SAN ROCCO SANTOPADRE",""
"FROSINONE","SORA","056","FREE851025","FRIC851002","VIA GIUSEPPE DELLA MONICA SORA",""
"FROSINONE","SORA","056","FREE85005C","FRIC850006","VIA BONOMI S. N. C. SORA",""
"FROSINONE","SORA","056","FREE849014","FRIC849002","VIA DANTE ALIGHIERI SORA",""
"FROSINONE","SORA","056","FREE85004B","FRIC850006","VIA CARLO PISACANE SORA",""
"FROSINONE","SORA","056","FREE850018","FRIC850006","VIA G. MARCONI SORA",""
"FROSINONE","SORA","056","FREE85006D","FRIC850006","VIALE S. DOMENICO S. N. C. SORA",""
"FROSINONE","SORA","056","FREE850029","FRIC850006","VIA CHIESA NUOVA SORA",""
"FROSINONE","SORA","056","FREE851014","FRIC851002","VIA CAMPOPIANO SORA",""
"FROSINONE","SORA","056","FRIC849002","","SORA - VIALE VINCENZO SIMONCELLI","CON SEZIONI ASSOCIATE"
"FROSINONE","SORA","056","FRIC850006","","SORA - VIA GUGLIELMO MARCONI","CON SEZIONI ASSOCIATE"
"FROSINONE","SORA","056","FRIC851002","","SORA - VIA PIEMONTE N. 20","CON SEZIONI ASSOCIATE"
"FROSINONE","VILLA LATINA","057","FREE821018","FRIC821006","",""
"FROSINONE","ALVITO","057","FREE82001C","FRIC82000A","PIAZZA UMBERTO I ALVITO",""
"FROSINONE","ALVITO","057","FRIC82000A","","ALVITO - VIA CASA GIAMOSCA 9","CON SEZIONI ASSOCIATE"
"FROSINONE","ATINA","057","FREE821029","FRIC821006","PIAZZA NASSIRYA ATINA",""
"FROSINONE","ATINA","057","FRIC821006","","ATINA - VIA LIONE N. 95","CON SEZIONI ASSOCIATE"
"FROSINONE","BELMONTE CASTELLO","057","FREE82105C","FRIC821006","VIA POZZI BELMONTE CASTELLO",""
"FROSINONE","CASALVIERI","057","FREE819018","FRIC819006","VIA COLLE SANTA MARIA CASALVIERI",""
"FROSINONE","CASALVIERI","057","FRIC819006","","CASALVIERI - VIA COLLE SANTA MARIA SNC","CON SEZIONI ASSOCIATE"
"FROSINONE","GALLINARO","057","FREE81802D","FRIC81800A","VIA S. GERARDO GALLINARO",""
"FROSINONE","PICINISCO","057","FREE82103A","FRIC821006","VIA MONTANO7 PICINISCO",""
"FROSINONE","SAN BIAGIO SARACINISCO","057","FREE82106D","FRIC821006","VIA PERO DELL'ORSO S. BIAGIO SARACINISCO",""
"FROSINONE","SAN DONATO VAL DI COMINO","057","FREE81801C","FRIC81800A","PUIAZZA LIBERTA' SAN DONATO VAL DI COMINO",""
"FROSINONE","SAN DONATO VAL DI COMINO","057","FRIC81800A","","SAN DONATO VAL DI COMINO - VIA ROMA 91","CON SEZIONI ASSOCIATE"
"FROSINONE","SETTEFRATI","057","FREE81803E","FRIC81800A","VIA ZEZINA SETTEFRATI",""
"FROSINONE","VICALVI","057","FREE82002D","FRIC82000A","VIA DELICATA VICALVI",""
"FROSINONE","VICALVI","058","FRCT70300D","","PONTECORVO - VIA ALDO MORO","CON SEDE AMMINISTRATIVA"
"FROSINONE","AQUINO","058","FREE82301X","FRIC82300T","VIA DELLA LIBERTA' AQUINO",""
"FROSINONE","AQUINO","058","FRIC82300T","","AQUINO - V. LE MANZONI SNC","CON SEZIONI ASSOCIATE"
"FROSINONE","CASTROCIELO","058","FREE822014","FRIC822002","PIAZZA SAN ROCCO CASTROCIELO",""
"FROSINONE","CASTROCIELO","058","FRIC822002","","CASTROCIELO - VIA MADONNA DI LORETO N. 25","CON SEZIONI ASSOCIATE"
"FROSINONE","COLLE SAN MAGNO","058","FREE83402B","FRIC834008","CORSO GARIBALDI SNC COLLE SAN MAGNO",""
"FROSINONE","ESPERIA","058","FREE80302Q","FRIC80300L","VIA BRACCIO MONTICELLI",""
"FROSINONE","ESPERIA","058","FREE80303R","FRIC80300L","P. ZZA CAMPO CONSALVO ESPERIA",""
"FROSINONE","ESPERIA","058","FRIC80300L","","ESPERIA - VIA SAN ROCCO 5","CON SEZIONI ASSOCIATE"
"FROSINONE","PICO","058","FREE815011","FRIC81500V","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"FROSINONE","PICO","058","FRIC81500V","","PICO - VIA ANTONINO CARNEVALE 32","CON SEZIONI ASSOCIATE"
"FROSINONE","PONTECORVO","058","FREE85301Q","FRIC85300N","VIA SAN NICONE PONTECORVO",""
"FROSINONE","PONTECORVO","058","FREE85302R","FRIC85300N","VIALE DANTE ALIGHIERI PONTECORVO",""
"FROSINONE","PONTECORVO","058","FREE85201X","FRIC85200T","PIAZZA ROMITA 5 PONTECORVO",""
"FROSINONE","PONTECORVO","058","FRIC85300N","","PONTECORVO - VIA SAN NICONE","CON SEZIONI ASSOCIATE"
"FROSINONE","PONTECORVO","058","FRIC85200T","","PONTECORVO - VIA ALDO MORO S. N. C.","CON SEZIONI ASSOCIATE"
"FROSINONE","ROCCASECCA","058","FREE83401A","FRIC834008","VIA ROMA 13 ROCCASECCA",""
"FROSINONE","ROCCASECCA","058","FREE83403C","FRIC834008","VIA TAGLIAMENTO9 ROCCASECCA SCALO",""
"FROSINONE","ROCCASECCA","058","FRIC834008","","ROCCASECCA - VIA PIAVE 9","CON SEZIONI ASSOCIATE"
"FROSINONE","ROCCASECCA","059","FRCT70200N","","VIA BELLINI CASSINO","CON SEDI CARCERARIE"
"FROSINONE","AUSONIA","059","FREE82401Q","FRIC82400N","VIA ALIGHIERI",""
"FROSINONE","AUSONIA","059","FREE82402R","FRIC82400N","VIA UMBERTO I SELVACAVA",""
"FROSINONE","AUSONIA","059","FRIC82400N","","AUSONIA - C. DA MARTINI","CON SEZIONI ASSOCIATE"
"FROSINONE","CASSINO","059","FREE85401G","FRIC85400D","CORSO SAN BASILIO",""
"FROSINONE","CASSINO","059","FREE702012","","CASSINO",""
"FROSINONE","CASSINO","059","FREE856017","FRIC856005","VIA PASCOLI46 CASSINO",""
"FROSINONE","CASSINO","059","FREE85503D","FRIC855009","C. SO TRIESTE S. ANGELO IN TH",""
"FROSINONE","CASSINO","059","FREE85501B","FRIC855009","PIAZZA PIAVE 1 CASSINO",""
"FROSINONE","CASSINO","059","FREE85402L","FRIC85400D","VIA KARL HEROLD CASSINO",""
"FROSINONE","CASSINO","059","FREE85502C","FRIC855009","VIA SANTA LIBERA SNC CASSINO",""
"FROSINONE","CASSINO","059","FRIC855009","","CASSINO - VIA SAN MARCO","CON SEZIONI ASSOCIATE"
"FROSINONE","CASSINO","059","FRIC856005","","CASSINO - VIA BELLINI1","CON SEZIONI ASSOCIATE"
"FROSINONE","CASSINO","059","FRIC85400D","","CASSINO - VIA KARL HEROLD","CON SEZIONI ASSOCIATE"
"FROSINONE","CASTELNUOVO PARANO","059","FREE82403T","FRIC82400N","VIA CAMPO PALOMBO",""
"FROSINONE","CERVARO","059","FREE843015","FRIC843003","CORSO DELLA REPUBBLICA 23 CERVARO",""
"FROSINONE","CERVARO","059","FREE843026","FRIC843003","VIA SANTA LUCIA CERVARO",""
"FROSINONE","CERVARO","059","FREE84306A","FRIC843003","VIA SPINA CERVARO",""
"FROSINONE","CERVARO","059","FRIC843003","","CERVARO - CORSO DELLA REPUBBLICA","CON SEZIONI ASSOCIATE"
"FROSINONE","CORENO AUSONIO","059","FREE82404V","FRIC82400N","VIA IV NOVEMBRE",""
"FROSINONE","PIEDIMONTE SAN GERMANO","059","FREE82501G","FRIC82500D","",""
"FROSINONE","PIEDIMONTE SAN GERMANO","059","FREE82502L","FRIC82500D","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"FROSINONE","PIEDIMONTE SAN GERMANO","059","FRIC82500D","","PIEDIMONTE SAN GERMANO - VIA MILAZZO 21","CON SEZIONI ASSOCIATE"
"FROSINONE","PIGNATARO INTERAMNA","059","FREE82602C","FRIC826009","VIA S. MARIA",""
"FROSINONE","SAN GIORGIO A LIRI","059","FREE82601B","FRIC826009","PIAZZALE DEGLI EROI 17",""
"FROSINONE","SAN GIORGIO A LIRI","059","FRIC826009","","SAN GIORGIO A LIRI - VIA GARIBALDI S. N. C.","CON SEZIONI ASSOCIATE"
"FROSINONE","SANT'AMBROGIO SUL GARIGLIANO","059","FREE80201V","FRIC80200R","VIA ROMA S. AMBROGIO SUL GARIGLIANO",""
"FROSINONE","SANT'ANDREA DEL GARIGLIANO","059","FREE80202X","FRIC80200R","VIA FONTANA 1 SAN'ANDREA DEL GARIGLIANO",""
"FROSINONE","SANT'APOLLINARE","059","FREE802031","FRIC80200R","CORSO MAZZINI SANT'APOLLINARE",""
"FROSINONE","SANT'APOLLINARE","059","FRIC80200R","","SANT'APOLLINARE - VIA GIUSEPPE GARIBALDI 51","CON SEZIONI ASSOCIATE"
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FREE857013","FRIC857001","VIA DELLE TORRI SANT'ELIA F. R.",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FREE857024","FRIC857001","VIA OLIVELLA OLIVELLA",""
"FROSINONE","SANT'ELIA FIUMERAPIDO","059","FRIC857001","","SANT'ELIA FIUMERAPIDO - VIA DELLE TORRI","CON SEZIONI ASSOCIATE"
"FROSINONE","SAN VITTORE DEL LAZIO","059","FREE843037","FRIC843003","VIA ROMA SAN VITTORE DEL LAZIO",""
"FROSINONE","SAN VITTORE DEL LAZIO","059","FREE843048","FRIC843003","VIA STAZIONE SAN VITTORE DEL LAZIO",""
"FROSINONE","TERELLE","059","FREE82104B","FRIC821006","VIA P. TARI TERELLE",""
"FROSINONE","VALLEMAIO","059","FREE802042","FRIC80200R","PIAZZA ANNUNNZIATA 13 VALLEMAIO",""
"FROSINONE","VALLEROTONDA","059","FREE857035","FRIC857001","PIAZZA MUNICIPIO VALLEROTONDA",""
