"Prov","Comu","Dist","CodScuola","Descrizione","ScAssiciataA","Indirizzo","ScPrincipaleCon"
"FROSINONE","TREVI NEL LAZIO","035","FRAA80703V","FRAA80703V  TREVI NEL LAZIO CAPOLUOGO (ASSOC. I. C. FRIC80700X)","FRIC80700X","CAPOLUOGO",""
"FROSINONE","ACUTO","050","FRAA83602T","FRAA83602T  ACUTO CAPOLUOGO (ASSOC. I. C. FRIC83600X)","FRIC83600X","VIA G. GERMINI LOC. CAPOLUOGO",""
"FROSINONE","ANAGNI","050","FRAA84401Q","FRAA84401Q  ANAGNI CAPOLUOGO (ASSOC. I. C. FRIC84400V)","FRIC84400V","VIA REGINA MARGHERITA LOC. CAPOLUOGO VIA R. MARG",""
"FROSINONE","ANAGNI","050","FRAA84502L","FRAA84502L  ANAGNI MAD. DI TUFANO (ASSOC. I. C. FRIC84500P)","FRIC84500P","VIA MADONNA DI TUFANO",""
"FROSINONE","ANAGNI","050","FRAA84501G","FRAA84501G  ANAGNI PANTANELLO (ASSOC. I. C. FRIC84500P)","FRIC84500P","VIA FOSSO DEL LUPO",""
"FROSINONE","ANAGNI","050","FRAA84402R","FRAA84402R  ANAGNI PRATO (ASSOC. I. C. FRIC84400V)","FRIC84400V","CONTRADA S. FILIPPO",""
"FROSINONE","ANAGNI","050","FRAA84404V","FRAA84404V  ANAGNI S. BARTOLOMEO (ASSOC. I. C. FRIC84400V)","FRIC84400V","CONTRADA COLLE S. BARTOLOMEO",""
"FROSINONE","ANAGNI","050","FRAA84403T","FRAA84403T  ANAGNI S. CESAREO (ASSOC. I. C. FRIC84400V)","FRIC84400V","CONTRADA S. CESAREO",""
"FROSINONE","ANAGNI","050","FRAA84503N","FRAA84503N  ANAGNI S. GIORGETTO (ASSOC. I. C. FRIC84500P)","FRIC84500P","VIA S. GIORGETTO",""
"FROSINONE","ANAGNI","050","FRAA84400P","FRAA84400P  I. C. 1^ ANAGNI (ASSOC. I. C. FRIC84400V)","FRIC84400V","VIALE REGINA MARGHERITA 17 ANAGNI",""
"FROSINONE","ANAGNI","050","FRAA84500E","FRAA84500E  I. C. 2^ ANAGNI (ASSOC. I. C. FRIC84500P)","FRIC84500P","VIA SAN GIORGETTO ANAGNI",""
"FROSINONE","FIUGGI","050","FRAA83601R","FRAA83601R  FIUGGI VALLE MADONNA (ASSOC. I. C. FRIC83600X)","FRIC83600X","VIA VAL MADONNA",""
"FROSINONE","FIUGGI","050","FRAA83600Q","FRAA83600Q  I. C. DI FIUGGI (ASSOC. I. C. FRIC83600X)","FRIC83600X","VIA VAL MADONNA 14 FIUGGI",""
"FROSINONE","PALIANO","050","FRAA827001","FRAA827001  I. C. PALIANO (ASSOC. I. C. FRIC827005)","FRIC827005","VIA FRATELLI BEGUINOT 30/A PALIANO",""
"FROSINONE","PALIANO","050","FRAA827034","FRAA827034  PALIANO CAPOLUOGO (ASSOC. I. C. FRIC827005)","FRIC827005","VIA PIANO DEI COLLI PALIANO",""
"FROSINONE","PIGLIO","050","FRAA80700Q","FRAA80700Q  I. C. O. BOTTINI PIGLIO (ASSOC. I. C. FRIC80700X)","FRIC80700X","VIA PIAGGE PIGLIO",""
"FROSINONE","PIGLIO","050","FRAA80701R","FRAA80701R  PIGLIO CAPOLUOGO (ASSOC. I. C. FRIC80700X)","FRIC80700X","LOC CAPOLUOGO",""
"FROSINONE","PIGLIO","050","FRAA80702T","FRAA80702T  PIGLIO S. GIOVANNI ROMAGNANO (ASSOC. I. C. FRIC80700X)","FRIC80700X","",""
"FROSINONE","SERRONE","050","FRAA80600X","FRAA80600X  I. C. SERRONE (ASSOC. I. C. FRIC806004)","FRIC806004","VIA MONTE SCALAMBRA SNC SERRONE",""
"FROSINONE","SERRONE","050","FRAA806011","FRAA806011  SERRONE CAPOLUOGO (ASSOC. I. C. FRIC806004)","FRIC806004","VIA MONTE SCALAMBRA SERRONE",""
"FROSINONE","SGURGOLA","050","FRAA841007","FRAA841007  I. C. SGURGOLA (ASSOC. I. C. FRIC84100B)","FRIC84100B","VIA DUE GIUGNO N. 22",""
"FROSINONE","SGURGOLA","050","FRAA841018","FRAA841018  SGURGOLA SCALO (ASSOC. I. C. FRIC84100B)","FRIC84100B","VIA VALLE DELLA SCUOLA LOC. SCALO",""
"FROSINONE","ALATRI","051","FRAA83701L","FRAA83701L  ALATRI CAPOLUOGO (ASSOC. I. C. FRIC83700Q)","FRIC83700Q","VIA DEL CALASANZIO 5 LOC. CAPOLUOGO",""
"FROSINONE","ALATRI","051","FRAA83801C","FRAA83801C  ALATRI COLLELAVENA (ASSOC. I. C. FRIC83800G)","FRIC83800G","VIA DELLE CINQUE STRADE COLLELAVENA",""
"FROSINONE","ALATRI","051","FRAA83804G","FRAA83804G  ALATRI FIURA (ASSOC. I. C. FRIC83800G)","FRIC83800G","VIA VALLE FIURA",""
"FROSINONE","ALATRI","051","FRAA83802D","FRAA83802D  ALATRI FONTANASCURANO (ASSOC. I. C. FRIC83800G)","FRIC83800G","VIA MONTE S. GREGORIO FONTANASCURANO",""
"FROSINONE","ALATRI","051","FRAA80803P","FRAA80803P  ALATRI MOLE BISLETI (ASSOC. I. C. FRIC80800Q)","FRIC80800Q","VIA MOLE BISLETI SNC ALATRI",""
"FROSINONE","ALATRI","051","FRAA83702N","FRAA83702N  ALATRI MONTE S. MARINO (ASSOC. I. C. FRIC83700Q)","FRIC83700Q","VIA VALLE SAN MATTEO LOC. MONTE S. MARINO",""
"FROSINONE","ALATRI","051","FRAA83803E","FRAA83803E  ALATRI S. EMIDIO (ASSOC. I. C. FRIC83800G)","FRIC83800G","LOC. S. EMIDIO S. EMIDIO",""
"FROSINONE","ALATRI","051","FRAA80800G","FRAA80800G  I. C. E. DANTI ALATRI (ASSOC. I. C. FRIC80800Q)","FRIC80800Q","VIA DANIMARCA1 ALATRI - TECCHIENA",""
"FROSINONE","ALATRI","051","FRAA83700G","FRAA83700G  I. C. 1^ ALATRI (ASSOC. I. C. FRIC83700Q)","FRIC83700Q","VIA DEL CALASANZIO 7 ALATRI",""
"FROSINONE","ALATRI","051","FRAA83800B","FRAA83800B  I. C. 2^ ALATRI SACCHETTI-SASSE (ASSOC. I. C. FRIC83800G)","FRIC83800G","VIA MADONNA DELLA SANITA' 5/A ALATRI",""
"FROSINONE","ALATRI","051","FRAA83703P","FRAA83703P  MADONNA DELLA SANITA' (ASSOC. I. C. FRIC83700Q)","FRIC83700Q","VIA MADONNA DELLA SANITA' 5/A ALATRI",""
"FROSINONE","ALATRI","051","FRAA80805R","FRAA80805R  TECCHIENA  VIA ITALIA  (ASSOC. I. C. FRIC80800Q)","FRIC80800Q","VIA ITALIA S. N. C ALATRI",""
"FROSINONE","COLLEPARDO","051","FRAA80407G","FRAA80407G  COLLEPARDO CAPOLUOGO (ASSOC. I. C. FRIC80400C)","FRIC80400C","VIA D'ALATRI COLLEPARDO",""
"FROSINONE","GUARCINO","051","FRAA804019","FRAA804019  GUARCINO CAPOLUOGO (ASSOC. I. C. FRIC80400C)","FRIC80400C","VIA SS. ANNUNZIATA GUARCINO",""
"FROSINONE","GUARCINO","051","FRAA804008","FRAA804008  I. C. GUARCINO (ASSOC. I. C. FRIC80400C)","FRIC80400C","VIA S. FRANCESCO N. 9 GUARCINO",""
"FROSINONE","TORRE CAJETANI","051","FRAA80404C","FRAA80404C  SCUOLA MATERNA TORRE CAJETANI (ASSOC. I. C. FRIC80400C)","FRIC80400C","VIA CIRCONVALLAZIONE CERANO TORRE CAJETANI",""
"FROSINONE","TRIVIGLIANO","051","FRAA80402A","FRAA80402A  TRIVIGLIANO TRE FONTANE (ASSOC. I. C. FRIC80400C)","FRIC80400C","VIA DELLO SPRECO TRIVIGLIANO",""
"FROSINONE","VICO NEL LAZIO","051","FRAA80406E","FRAA80406E  VICO NEL LAZIO CAPOLUOGO (ASSOC. I. C. FRIC80400C)","FRIC80400C","VIA DEL PLEBISCITO VICO NEL LAZIO",""
"FROSINONE","VICO NEL LAZIO","051","FRAA80403B","FRAA80403B  VICO NEL LAZIO PITOCCO (ASSOC. I. C. FRIC80400C)","FRIC80400C","CONTRADA VICO PITOCCO VICO NEL LAZIO",""
"FROSINONE","FERENTINO","052","FRAA83903A","FRAA83903A  FERENTINO CAMERACANNE (ASSOC. I. C. FRIC83900B)","FRIC83900B","VIA CARTIERA QUARTO FERENTINO",""
"FROSINONE","FERENTINO","052","FRAA839018","FRAA839018  FERENTINO CAPOLUOGO-MACIOTI (ASSOC. I. C. FRIC83900B)","FRIC83900B","VIA CIRCONVALLAZIONE FERENTINO",""
"FROSINONE","FERENTINO","052","FRAA83904B","FRAA83904B  FERENTINO COLLE SILVI (ASSOC. I. C. FRIC83900B)","FRIC83900B","VIA CASILINA SUD FERENTINO",""
"FROSINONE","FERENTINO","052","FRAA84002D","FRAA84002D  FERENTINO GIOVANNI PAOLO II (ASSOC. I. C. FRIC84000G)","FRIC84000G","VIA TORRENOVERANA FERENTINO",""
"FROSINONE","FERENTINO","052","FRAA84001C","FRAA84001C  FERENTINO S. AGATA (ASSOC. I. C. FRIC84000G)","FRIC84000G","VIA BELVEDERE- S. AGATA SNC FERENTINO",""
"FROSINONE","FERENTINO","052","FRAA84003E","FRAA84003E  FERENTINO STAZIONE (ASSOC. I. C. FRIC84000G)","FRIC84000G","VIA STAZIONE FERENTINO",""
"FROSINONE","FERENTINO","052","FRAA83906D","FRAA83906D  FERENTINO TERRAVALLE (ASSOC. I. C. FRIC83900B)","FRIC83900B","VIA SAN ROCCO TERRAVALLE FERENTINO",""
"FROSINONE","FERENTINO","052","FRAA839007","FRAA839007  I. C. 1^ FERENTINO (ASSOC. I. C. FRIC83900B)","FRIC83900B","VIA CIRCONVALLAZIONE LOLLI GHETTI FERENTINO",""
"FROSINONE","FERENTINO","052","FRAA84000B","FRAA84000B  I. C. 2^ FERENTINO (ASSOC. I. C. FRIC84000G)","FRIC84000G","VIA ALFONSO BARTOLI FERENTINO",""
"FROSINONE","FERENTINO","052","FRAA83905C","FRAA83905C  SIMONE COLA (EX GIARDINO) (ASSOC. I. C. FRIC83900B)","FRIC83900B","VIA POZZILLO SNC FERENTINO",""
"FROSINONE","FUMONE","052","FRAA83907E","FRAA83907E  FUMONE CAPOLUOGO (ASSOC. I. C. FRIC83900B)","FRIC83900B","VIA VICINALE POZZI FUMONE",""
"FROSINONE","MOROLO","052","FRAA841029","FRAA841029  MOROLO CERQUOTTI (ASSOC. I. C. FRIC84100B)","FRIC84100B","VIA CERQUOTTI MOROLO",""
"FROSINONE","SUPINO","052","FRAA83000R","FRAA83000R  I. C. SUPINO (ASSOC. I. C. FRIC830001)","FRIC830001","VIA DE' NOTARI SNC SUPINO",""
"FROSINONE","SUPINO","052","FRAA83001T","FRAA83001T  SUPINO CAPOLUOGO (ASSOC. I. C. FRIC830001)","FRIC830001","VIA DEI NOTARI SUPINO",""
"FROSINONE","ARNARA","053","FRAA842069","FRAA842069  ARNARA CAPOLUOGO (ASSOC. I. C. FRIC842007)","FRIC842007","VIA GORNJA BISTRA ARNARA",""
"FROSINONE","BOVILLE ERNICA","053","FRAA828041","FRAA828041  BOVILLE CENTRO (ASSOC. I. C. FRIC828001)","FRIC828001","VIA TORRIONE DEI NOBILI BOVILLE ERNICA",""
"FROSINONE","BOVILLE ERNICA","053","FRAA82801T","FRAA82801T  BOVILLE S. LIBERATA (ASSOC. I. C. FRIC828001)","FRIC828001","VIA SANTA LIBERATA BOVILLE ERNICA",""
"FROSINONE","BOVILLE ERNICA","053","FRAA82802V","FRAA82802V  BOVILLE S. LUCIO (ASSOC. I. C. FRIC828001)","FRIC828001","VIA SAN LUCIO BOVILLE ERNICA",""
"FROSINONE","BOVILLE ERNICA","053","FRAA82803X","FRAA82803X  BOVILLE VALLE ARIANA (ASSOC. I. C. FRIC828001)","FRIC828001","VIA VALLE ARIANA BOVILLE ERNICA",""
"FROSINONE","BOVILLE ERNICA","053","FRAA82800R","FRAA82800R  I. C. BOVILLE ERNICA (ASSOC. I. C. FRIC828001)","FRIC828001","VIA TORRIONE DEI NOBILI 2 BOVILLE ERNICA",""
"FROSINONE","FROSINONE","053","FRAA85900C","FRAA85900C  COMPRENSIVO 1 FROSINONE (ASSOC. I. C. FRIC85900L)","FRIC85900L","VIA MASTRUCCIA 35 FROSINONE",""
"FROSINONE","FROSINONE","053","FRAA847039","FRAA847039  FROSINONE - LOMBARDO RADICE (ASSOC. I. C. FRIC84700A)","FRIC84700A","VIA ROSSINI FROSINONE",""
"FROSINONE","FROSINONE","053","FRAA86004R","FRAA86004R  FROSINONE FOSSE ARDEATINE (ASSOC. I. C. FRIC86000R)","FRIC86000R","VIA FOSSE ARDEATINE26",""
"FROSINONE","FROSINONE","053","FRAA847028","FRAA847028  FROSINONE GIOVANNI XXIII (ASSOC. I. C. FRIC84700A)","FRIC84700A","VIA LICINIO REFICE FROSINONE",""
"FROSINONE","FROSINONE","053","FRAA86006V","FRAA86006V  FROSINONE MADONNA DELLA NEVE (ASSOC. I. C. FRIC86000R)","FRIC86000R","VIA MADONNA DELLANEVE",""
"FROSINONE","FROSINONE","053","FRAA84604E","FRAA84604E  FROSINONE POLLEDRARA (ASSOC. I. C. FRIC84600E)","FRIC84600E","VIA TOMMASO LANDOLFI",""
"FROSINONE","FROSINONE","053","FRAA86005T","FRAA86005T  FROSINONE S. MAGNO (ASSOC. I. C. FRIC86000R)","FRIC86000R","VIA FONTE CORINA20",""
"FROSINONE","FROSINONE","053","FRAA84704A","FRAA84704A  FROSINONE TERESA SPINELLI (ASSOC. I. C. FRIC84700A)","FRIC84700A","VIA GAETA FROSINONE",""
"FROSINONE","FROSINONE","053","FRAA86003Q","FRAA86003Q  FROSINONE VIA AMERICA LATINA (ASSOC. I. C. FRIC86000R)","FRIC86000R","VIA AMERICA LATINA105",""
"FROSINONE","FROSINONE","053","FRAA84605G","FRAA84605G  FROSINONE VIA ARMANDO FABI (ASSOC. I. C. FRIC84600E)","FRIC84600E","VIA MARITTIMA FROSINONE",""
"FROSINONE","FROSINONE","053","FRAA84602C","FRAA84602C  FROSINONE VIA ARNO (ASSOC. I. C. FRIC84600E)","FRIC84600E","VIA ARNO FROSINONE",""
"FROSINONE","FROSINONE","053","FRAA847017","FRAA847017  FROSINONE VIA VERDI (ASSOC. I. C. FRIC84700A)","FRIC84700A","VIA VERDI FROSINONE",""
"FROSINONE","FROSINONE","053","FRAA86002P","FRAA86002P  FROSINONE VIALE MATTEOTTI (ASSOC. I. C. FRIC86000R)","FRIC86000R","VIALE MATTEOTTI FROSINONE",""
"FROSINONE","FROSINONE","053","FRAA847006","FRAA847006  I. C. 2^ FROSINONE (ASSOC. I. C. FRIC84700A)","FRIC84700A","VIA GIACOMO PUCCINI SNC FROSINONE",""
"FROSINONE","FROSINONE","053","FRAA84600A","FRAA84600A  I. C. 4^ FROSINONE (ASSOC. I. C. FRIC84600E)","FRIC84600E","VIA TEVERE 72 FROSINONE",""
"FROSINONE","FROSINONE","053","FRAA86000L","FRAA86000L  I. C. FROSINONE 3^ (ASSOC. I. C. FRIC86000R)","FRIC86000R","VIA FOSSE ARDEATINE 14 FROSINONE",""
"FROSINONE","FROSINONE","053","FRAA85901D","FRAA85901D  SCUOLA INFANZIA DE MATTHAEIS (ASSOC. I. C. FRIC85900L)","FRIC85900L","VIA MASTRUCCIA FROSINONE",""
"FROSINONE","FROSINONE","053","FRAA85902E","FRAA85902E  SCUOLA INFANZIA FERRARELLI (ASSOC. I. C. FRIC85900L)","FRIC85900L","VIA FERRARELLI FROSINONE",""
"FROSINONE","RIPI","053","FRAA81100B","FRAA81100B  I. C. RIPI (ASSOC. I. C. FRIC81100G)","FRIC81100G","PIAZZA G. BACCELLI 1 RIPI",""
"FROSINONE","RIPI","053","FRAA81101C","FRAA81101C  RIPI CASA DEL MEDICO (ASSOC. I. C. FRIC81100G)","FRIC81100G","CESARANO CASA DEL MEDICO",""
"FROSINONE","RIPI","053","FRAA81102D","FRAA81102D  RIPI S. GIOVANNI (ASSOC. I. C. FRIC81100G)","FRIC81100G","VIA VARROCCIA S. GIOVANNI",""
"FROSINONE","TORRICE","053","FRAA81103E","FRAA81103E  TORRICE S. MOSE' (ASSOC. I. C. FRIC81100G)","FRIC81100G","VIA S. MOSE' TORRICE",""
"FROSINONE","VEROLI","053","FRAA848002","FRAA848002  I. C. 2^ VEROLI (ASSOC. I. C. FRIC848006)","FRIC848006","VIA I LUCI VEROLI",""
"FROSINONE","VEROLI","053","FRAA86100C","FRAA86100C  ISTITUTO COMPRENSIVO VEROLI I (ASSOC. I. C. FRIC86100L)","FRIC86100L","PIAZZA GIUSEPPE TRULLI 8 VEROLI",""
"FROSINONE","VEROLI","053","FRAA86102E","FRAA86102E  VEROLI ANGELI (ASSOC. I. C. FRIC86100L)","FRIC86100L","VIA MADONNA DEGLI ANGELI",""
"FROSINONE","VEROLI","053","FRAA86101D","FRAA86101D  VEROLI CAPOLUOGO (ASSOC. I. C. FRIC86100L)","FRIC86100L","PASS. TA SAN GIUSEPPE VEROLI",""
"FROSINONE","VEROLI","053","FRAA848046","FRAA848046  VEROLI CASAMARI (ASSOC. I. C. FRIC848006)","FRIC848006","VIA CASINO SPANI VEROLI",""
"FROSINONE","VEROLI","053","FRAA86104L","FRAA86104L  VEROLI COLLE BERARDI (ASSOC. I. C. FRIC86100L)","FRIC86100L","VIA COLLE BERARDI VEROLI",""
"FROSINONE","VEROLI","053","FRAA848035","FRAA848035  VEROLI COLLECIAFFONE (ASSOC. I. C. FRIC848006)","FRIC848006","VIA COLLECIAFFONE VEROLI",""
"FROSINONE","VEROLI","053","FRAA848013","FRAA848013  VEROLI COTROPAGNO (ASSOC. I. C. FRIC848006)","FRIC848006","VIA COTROPAGNO VEROLI",""
"FROSINONE","VEROLI","053","FRAA86103G","FRAA86103G  VEROLI CROCIFISSO (ASSOC. I. C. FRIC86100L)","FRIC86100L","VIA CROCIFISSO",""
"FROSINONE","VEROLI","053","FRAA848024","FRAA848024  VEROLI GIGLIO (ASSOC. I. C. FRIC848006)","FRIC848006","VIA I LUCI VEROLI",""
"FROSINONE","VEROLI","053","FRAA86105N","FRAA86105N  VEROLI SCIFELLI (ASSOC. I. C. FRIC86100L)","FRIC86100L","VIA SCIFELLI",""
"FROSINONE","AMASENO","054","FRAA812018","FRAA812018  AMASENO CAPOLUOGO (ASSOC. I. C. FRIC81200B)","FRIC81200B","VIALE UMBERTO I LOC CAPOLUOGO",""
"FROSINONE","AMASENO","054","FRAA812007","FRAA812007  I. C. AMASENO (ASSOC. I. C. FRIC81200B)","FRIC81200B","VIA PRATI SNC AMASENO",""
"FROSINONE","CASTRO DEI VOLSCI","054","FRAA81400V","FRAA81400V  I. C. CASTRO DEI VOLSCI (ASSOC. I. C. FRIC814003)","FRIC814003","VIA FRASSO SNC CASTRO DEI VOLSCI",""
"FROSINONE","CASTRO DEI VOLSCI","054","FRAA81401X","FRAA81401X  SC. MAT. STATALE C. VOLSCI (ASSOC. I. C. FRIC814003)","FRIC814003","VIA ANTONINO CARNEVALE MADONNA DEL PIANO",""
"FROSINONE","CECCANO","054","FRAA842014","FRAA842014  CECCANO BADIA-MAIURA (ASSOC. I. C. FRIC842007)","FRIC842007","",""
"FROSINONE","CECCANO","054","FRAA85802P","FRAA85802P  CECCANO BORGO BERARDI (ASSOC. I. C. FRIC85800R)","FRIC85800R","B. GO BERARDI CECCANO",""
"FROSINONE","CECCANO","054","FRAA842025","FRAA842025  CECCANO CASAMARCIANO (ASSOC. I. C. FRIC842007)","FRIC842007","",""
"FROSINONE","CECCANO","054","FRAA85803Q","FRAA85803Q  CECCANO COLLE PIROLO (ASSOC. I. C. FRIC85800R)","FRIC85800R","VIA SAN FRANCESCO CECCANO",""
"FROSINONE","CECCANO","054","FRAA85801N","FRAA85801N  CECCANO PASSO DEL CARDINALE (ASSOC. I. C. FRIC85800R)","FRIC85800R","VIA DEL CARDINALE CECCANO",""
"FROSINONE","CECCANO","054","FRAA842036","FRAA842036  CECCANO PESCARA (ASSOC. I. C. FRIC842007)","FRIC842007","",""
"FROSINONE","CECCANO","054","FRAA842047","FRAA842047  CECCANO VIA MATTEOTTI (ASSOC. I. C. FRIC842007)","FRIC842007","",""
"FROSINONE","CECCANO","054","FRAA842003","FRAA842003  I. C. 1^ CECCANO (ASSOC. I. C. FRIC842007)","FRIC842007","VIA GIACOMO MATTEOTTI CECCANO",""
"FROSINONE","CECCANO","054","FRAA85800L","FRAA85800L  I. C. 2^ CECCANO (ASSOC. I. C. FRIC85800R)","FRIC85800R","VIA GAETA 123 CECCANO",""
"FROSINONE","GIULIANO DI ROMA","054","FRAA813025","FRAA813025  GIULIANO DI R. CAPOLUOGO (ASSOC. I. C. FRIC813007)","FRIC813007","VIA XXIII MAGGIO N 21 GIULIANO DI ROMA",""
"FROSINONE","GIULIANO DI ROMA","054","FRAA813003","FRAA813003  I. C. GIULIANO DI ROMA (ASSOC. I. C. FRIC813007)","FRIC813007","VIA XXIII MAGGIO N. 19 GIULIANO DI ROMA",""
"FROSINONE","PATRICA","054","FRAA830041","FRAA830041  PATRICA CAPOLUOGO (ASSOC. I. C. FRIC830001)","FRIC830001","VIA VARRACCANI PATRICA",""
"FROSINONE","PATRICA","054","FRAA83003X","FRAA83003X  PATRICA QUATTROSTRADE (ASSOC. I. C. FRIC830001)","FRIC830001","VIA QUATTRO STRADE PATRICA",""
"FROSINONE","VILLA SANTO STEFANO","054","FRAA813014","FRAA813014  VILLA S. STEFANO CAPOLUOGO (ASSOC. I. C. FRIC813007)","FRIC813007","VIALE G. MARCONI VILLA S. STEFANO",""
"FROSINONE","VALLECORSA","054","FRAA814021","FRAA814021  SC. MAT. STATALE VALLECORSA (ASSOC. I. C. FRIC814003)","FRIC814003","VIA LAURETTI LOC. CAPOLUOGO",""
"FROSINONE","CEPRANO","055","FRAA83105T","FRAA83105T  CEPRANO IRMA LOMBARDI (ASSOC. I. C. FRIC83100R)","FRIC83100R","VIA CORNETE CEPRANO",""
"FROSINONE","CEPRANO","055","FRAA83104R","FRAA83104R  CEPRANO COLLETASSETANO (ASSOC. I. C. FRIC83100R)","FRIC83100R","VIA COLLETASSETANO CEPRANO",""
"FROSINONE","CEPRANO","055","FRAA83102P","FRAA83102P  CEPRANO FORNACI (ASSOC. I. C. FRIC83100R)","FRIC83100R","VIA MUTO CEPRANO",""
"FROSINONE","CEPRANO","055","FRAA83101N","FRAA83101N  CEPRANO VINCENZO FRASCHETTI (ASSOC. I. C. FRIC83100R)","FRIC83100R","LOCALITA' CHIUSAGRANDE CEPRANO",""
"FROSINONE","CEPRANO","055","FRAA83100L","FRAA83100L  I. C. CEPRANO (ASSOC. I. C. FRIC83100R)","FRIC83100R","VIA VITTORIO ALFIERI 78 CEPRANO",""
"FROSINONE","PASTENA","055","FRAA81503T","FRAA81503T  PASTENA - CAPOLUOGO (ASSOC. I. C. FRIC81500V)","FRIC81500V","CAPOLUOGO",""
"FROSINONE","POFI","055","FRAA80100R","FRAA80100R  I. C. POFI (ASSOC. I. C. FRIC801001)","FRIC801001","VIA MONS. LUCA CAPOZI 16 POFI",""
"FROSINONE","POFI","055","FRAA80101T","FRAA80101T  POFI CAPOLUOGO (ASSOC. I. C. FRIC801001)","FRIC801001","VIA S. GIORGIO",""
"FROSINONE","SAN GIOVANNI INCARICO","055","FRAA85204T","FRAA85204T  S. GIOVANNI I. CAPOLUOGO (ASSOC. I. C. FRIC85200T)","FRIC85200T","LOC CAPOLUOGO",""
"FROSINONE","SAN GIOVANNI INCARICO","055","FRAA85203R","FRAA85203R  SALVO D'ACQUISTO (ASSOC. I. C. FRIC85200T)","FRIC85200T","VIA CIVITA FARNESE SAN GIOVANNI INCARICO",""
"FROSINONE","STRANGOLAGALLI","055","FRAA80103X","FRAA80103X  STRANGOLAGALLI COLLE CAMPANO (ASSOC. I. C. FRIC801001)","FRIC801001","VIA CESE N. 8 STRANGOLAGALLI",""
"FROSINONE","ARCE","056","FRAA81600E","FRAA81600E  I. C. GIOV. PAOLO II ARCE (ASSOC. I. C. FRIC81600P)","FRIC81600P","VIA GUGLIELMO MARCONI S. N. C. ARCE",""
"FROSINONE","ARCE","056","FRAA81601G","FRAA81601G  INFANZIA ARCE CAPOLUOGO (ASSOC. I. C. FRIC81600P)","FRIC81600P","VIA MAGNI ARCE",""
"FROSINONE","ARCE","056","FRAA81605Q","FRAA81605Q  INFANZIA ARCE ISOLETTA (ASSOC. I. C. FRIC81600P)","FRIC81600P","VIA S. GIUSTA ISOLETTA",""
"FROSINONE","ARPINO","056","FRAA82901N","FRAA82901N  ARPINO CAPOLUOGO (ASSOC. I. C. FRIC82900R)","FRIC82900R","LOC. PANACCIO ARPINO",""
"FROSINONE","ARPINO","056","FRAA82902P","FRAA82902P  ARPINO COLLEMAGNAVINO (ASSOC. I. C. FRIC82900R)","FRIC82900R","LOC. COLLEMAGNAVINO ARPINO",""
"FROSINONE","ARPINO","056","FRAA82904R","FRAA82904R  ARPINO PAGNANELLI INF. (ASSOC. I. C. FRIC82900R)","FRIC82900R","VIA PAGNANELLI ARPINO",""
"FROSINONE","ARPINO","056","FRAA82903Q","FRAA82903Q  ARPINO S. SOSIO INF. (ASSOC. I. C. FRIC82900R)","FRIC82900R","LOC. SAN SOSIO ARPINO",""
"FROSINONE","ARPINO","056","FRAA82900L","FRAA82900L  I. C. ARPINO (ASSOC. I. C. FRIC82900R)","FRIC82900R","VIA VITTORIA COLONNA ARPINO",""
"FROSINONE","BROCCOSTELLA","056","FRAA81700A","FRAA81700A  I. C. EVAN GORGA BROCCOSTELLA (ASSOC. I. C. FRIC81700E)","FRIC81700E","VIA DELLA VANDRA 627 BROCCOSTELLA",""
"FROSINONE","BROCCOSTELLA","056","FRAA81701B","FRAA81701B  SCUOLA INFANZI BROCCOSTELLA (ASSOC. I. C. FRIC81700E)","FRIC81700E","VIA DON G. MINZONI BROCCOSTELLA",""
"FROSINONE","CAMPOLI APPENNINO","056","FRAA81702C","FRAA81702C  SCUOLA INFANZIA CAMPOLI APP. NO (ASSOC. I. C. FRIC81700E)","FRIC81700E","VIA S. GASPARE DEL BUFALO CAMPOLI APPENNINO",""
"FROSINONE","CASTELLIRI","056","FRAA83201D","FRAA83201D  CASTELLIRI CAPOLUOGO (ASSOC. I. C. FRIC83200L)","FRIC83200L","VIA SANTO STEFANO N. 7 LOC. CAPOLUOGO",""
"FROSINONE","CASTELLIRI","056","FRAA83202E","FRAA83202E  CASTELLIRI S. MARIA SALOME (ASSOC. I. C. FRIC83200L)","FRIC83200L","VIA S. MARIA SALOME 12 CASTELLIRI",""
"FROSINONE","COLFELICE","056","FRAA81603N","FRAA81603N  INFANZIA COLFELICE COLDRAGONE (ASSOC. I. C. FRIC81600P)","FRIC81600P","VIA CAMPO GRANDE COLFELICE",""
"FROSINONE","COLFELICE","056","FRAA81602L","FRAA81602L  INFANZIA COLFELICE VILLA FELICE (ASSOC. I. C. FRIC81600P)","FRIC81600P","VIA VILLAFELICE VILLAFELICE",""
"FROSINONE","FONTANA LIRI","056","FRAA82905T","FRAA82905T  FONTANA LIRI CAPOLUOGO INF. (ASSOC. I. C. FRIC82900R)","FRIC82900R","VIA XXIV MAGGIO FONTANA LIRI",""
"FROSINONE","FONTECHIARI","056","FRAA819024","FRAA819024  INFANZIA FONTECHIARI CAPOLUOGO (ASSOC. I. C. FRIC819006)","FRIC819006","VIA SANTA MARIA 6 FONTECHIARI",""
"FROSINONE","ISOLA DEL LIRI","056","FRAA83206P","FRAA83206P  BORGONUOVO (ASSOC. I. C. FRIC83200L)","FRIC83200L","ZONA S. CARLO ISOLA DEL LIRI",""
