"Prov","Comu","Dist","CodScuola","Descrizione","ScAssiciataA","Indirizzo","ScPrincipaleCon"
"ROMA","ROMA","021","RMEE8FN01R","RMEE8FN01R  QUINQUEREMI (ASSOC. I. C. RMIC8FN00P)","RMIC8FN00P","VIA DELLE QUINQUEREMI 19 LIDO DI OSTIA",""
"ROMA","ROMA","021","RMEE8FR014","RMEE8FR014  SCUOLA PRIMARIA I. C. VIA CILEA (ASSOC. I. C. RMIC8FR002)","RMIC8FR002","VIA CILEA 269 INFERNETTO",""
"ROMA","ROMA","021","RMEE8FM011","RMEE8FM011  VIA CAPO D'ARMI (ASSOC. I. C. RMIC8FM00V)","RMIC8FM00V","VIA CAPO D'ARMI 80 ROMA",""
"ROMA","ROMA","021","RMEE841029","RMEE841029  VIA CATRANI (ASSOC. I. C. RMIC841006)","RMIC841006","VIA CATRANI 55 ROMA",""
"ROMA","ROMA","021","RMEE8FP01C","RMEE8FP01C  VIA EURIPIDE (ASSOC. I. C. RMIC8FP00A)","RMIC8FP00A","VIA EURIPIDE 15 ROMA",""
"ROMA","ROMA","021","RMEE8FP02D","RMEE8FP02D  VIA GHIGLIA (ASSOC. I. C. RMIC8FP00A)","RMIC8FP00A","VIA OSCAR GHIGLIA 266/268 QUARTIERE MALAFEDE",""
"ROMA","ROMA","021","RMEE8FL015","RMEE8FL015  VIA MAR DEI CARAIBI (ASSOC. I. C. RMIC8FL003)","RMIC8FL003","VIA MAR DEI CARAIBI 30 ROMA",""
"ROMA","ROMA","021","RMEE834026","RMEE834026  VIA ORIOLI (ASSOC. I. C. RMIC834003)","RMIC834003","VIA ORIOLI 34 OSTIA ANTICA",""
"ROMA","ROMA","021","RMEE8FL026","RMEE8FL026  VIA SEGURANA (ASSOC. I. C. RMIC8FL003)","RMIC8FL003","ROMA",""
"ROMA","ROMA","021","RMEE841018","RMEE841018  VIALE RUSPOLI 80 (ASSOC. I. C. RMIC841006)","RMIC841006","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"ROMA","ROMA","021","RMIC8CZ006","RMIC8CZ006  ISTITUTO COMPRENSIVO VIA CAROTENUTO 30","","VIA CAROTENUTO 30","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FP00A","RMIC8FP00A  ISTITUTO COMPRENSIVO ALESSANDRO MAGNO","","AXA - VIA STESICORO 115","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC80200G","RMIC80200G  ISTITUTO COMPRENSIVO AMENDOLA - GUTTUSO","","ROMA - VIA DELL'IDROSCALO 82","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC834003","RMIC834003  ISTITUTO COMPRENSIVO FANELLI - F. MARINI","","ZONA OSTIA ANTICA - VIA FRANCESCO ORIOLI 34","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC854008","RMIC854008  ISTITUTO COMPRENSIVO I. C. ARISTIDE LEONORI","","LOC. ACILIA - VIA ACHILLE FUNI 41","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC83600P","RMIC83600P  ISTITUTO COMPRENSIVO I. C. MARCO ULPIO TRAIANO","","ROMA - VIA DI DRAGONE 445","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC841006","RMIC841006  ISTITUTO COMPRENSIVO I. C. GIOVANNI PAOLO II","","ROMA - VIALE A. RUSPOLI 80","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8BX00R","RMIC8BX00R  ISTITUTO COMPRENSIVO IC M. CALDERINI-G. TUCCIMEI","","ACILIA - VIA COSTANTINO BESCHI 12","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FQ006","RMIC8FQ006  ISTITUTO COMPRENSIVO IC TULLIA ZEVI","","CASALPALOCCO - VIA PIRGOTELE 20","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FK007","RMIC8FK007  ISTITUTO COMPRENSIVO IC VIA GIULIANO DA SANGALLO","","OSTIA - VIA GIULIANO DA SANGALLO 11","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FL003","RMIC8FL003  ISTITUTO COMPRENSIVO IC VIA MAR DEI CARAIBI","","LIDO DI ROMA - VIA MAR DEI CARAIBI 30","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FM00V","RMIC8FM00V  ISTITUTO COMPRENSIVO IC VIA MAR ROSSO","","LOC. OSTIA LIDO - VIA MAR ROSSO 68","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FN00P","RMIC8FN00P  ISTITUTO COMPRENSIVO IC VIALE VEGA","","ZONA OSTIA LIDO - V. LE VEGA 91","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC8FR002","RMIC8FR002  ISTITUTO COMPRENSIVO ISTITUTO COMPRENSIVO VIA CILEA","","INFERNETTO - VIA FRANCESCO CILEA 269","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC84000A","RMIC84000A  ISTITUTO COMPRENSIVO VIA DELLE AZZORRE 314","","LOC. OSTIA - VIA DELLE AZZORRE 314 ROMA","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","021","RMIC85100R","RMIC85100R  ISTITUTO COMPRENSIVO W. A. MOZART","","ROMA - INFERNETTO - VIALE DI CASTEL PORZIANO 516","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMEE8B8041","RMEE8B8041  ARVALIA (ASSOC. I. C. RMIC8B800Q)","RMIC8B800Q","VIA MONTE DELLE CAPRE 39",""
"ROMA","ROMA","023","RMEE8F202A","RMEE8F202A  C. GRAZIOSI (ASSOC. I. C. RMIC8F2007)","RMIC8F2007","VIA GREVE 105 ROMA",""
"ROMA","ROMA","023","RMEE8F203B","RMEE8F203B  CAPPONI (ASSOC. I. C. RMIC8F2007)","RMIC8F2007","VIA S. PANTALEO CAMPANO 41",""
"ROMA","ROMA","023","RMEE8B802V","RMEE8B802V  COLLODI (ASSOC. I. C. RMIC8B800Q)","RMIC8B800Q","VIA MASSA MARITTIMA 1",""
"ROMA","ROMA","023","RMEE8B8052","RMEE8B8052  CORVIALE (ASSOC. I. C. RMIC8B800Q)","RMIC8B800Q","VIA PORTUENSE 745 ROMA",""
"ROMA","ROMA","023","RMEE8B803X","RMEE8B803X  GIORGIO PERLASCA (ASSOC. I. C. RMIC8B800Q)","RMIC8B800Q","VIA MARCO TULLIO ZANZUCCHI 21 LOC. MONTECUCCO",""
"ROMA","ROMA","023","RMEE842014","RMEE842014  I. RIBOTTI (ASSOC. I. C. RMIC842002)","RMIC842002","VIA I. RIBOTTI 41 ROMA",""
"ROMA","ROMA","023","RMEE856012","RMEE856012  I. A. C. P. MAZZACURATI (ASSOC. I. C. RMIC85600X)","RMIC85600X","VIA MAZZACURATI 90 ROMA",""
"ROMA","ROMA","023","RMEE8F2019","RMEE8F2019  L. PIRANDELLO (ASSOC. I. C. RMIC8F2007)","RMIC8F2007","VIA CUTIGLIANO 82 ROMA",""
"ROMA","ROMA","023","RMEE842025","RMEE842025  L. SCIASCIA (ASSOC. I. C. RMIC842002)","RMIC842002","VIA D. LUPATELLI 1 ROMA",""
"ROMA","ROMA","023","RMEE8GY01V","RMEE8GY01V  MAGLIANA (ASSOC. I. C. RMIC8GY00R)","RMIC8GY00R","VIA ORATORIO DAMASIANO 20 ROMA",""
"ROMA","ROMA","023","RMEE8FS03B","RMEE8FS03B  PASCOLI (ASSOC. I. C. RMIC8FS007)","RMIC8FS007","VIA PAPARESCHI 22/A",""
"ROMA","ROMA","023","RMEE856023","RMEE856023  PLACIDO MARTINI (ASSOC. I. C. RMIC85600X)","RMIC85600X","VIA CASETTA MATTEI 269 ROMA",""
"ROMA","ROMA","023","RMEE856034","RMEE856034  PONTE GALERIA (ASSOC. I. C. RMIC85600X)","RMIC85600X","VIA PORTUENSE 1491 ROMA",""
"ROMA","ROMA","023","RMEE8FS019","RMEE8FS019  R. GUTTUSO (ASSOC. I. C. RMIC8FS007)","RMIC8FS007","VIA CRUTO 41 ROMA",""
"ROMA","ROMA","023","RMEE8FS02A","RMEE8FS02A  V. CUOCO (ASSOC. I. C. RMIC8FS007)","RMIC8FS007","VIA BLASERNA 47 ROMA",""
"ROMA","ROMA","023","RMEE843021","RMEE843021  VACCARI (ASSOC. I. C. RMIC84300T)","RMIC84300T","VIA G. ASTOLFI 110",""
"ROMA","ROMA","023","RMEE8GY02X","RMEE8GY02X  VIA RESSI (ASSOC. I. C. RMIC8GY00R)","RMIC8GY00R","VIA A. RESSI 50 ROMA",""
"ROMA","ROMA","023","RMEE84301X","RMEE84301X  VIA SOLIDATI TIBURZI 2 (ASSOC. I. C. RMIC84300T)","RMIC84300T","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"ROMA","ROMA","023","RMIC85600X","RMIC85600X  ISTITUTO COMPRENSIVO I. C. FRATELLI CERVI","","ROMA - VIA CASETTA MATTEI 279","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMIC8FS007","RMIC8FS007  ISTITUTO COMPRENSIVO I. C. VIA BAGNERA","","ROMA - VIA GIUSEPPE BAGNERA 64","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMIC8F2007","RMIC8F2007  ISTITUTO COMPRENSIVO IC VIA CUTIGLIANO","","ROMA - VIA CUTIGLIANO 82","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMIC8GY00R","RMIC8GY00R  ISTITUTO COMPRENSIVO IC VIA ORATORIO DAMASIANO","","ROMA - VIA ORATORIO DAMASIANO 20","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMIC842002","RMIC842002  ISTITUTO COMPRENSIVO NINO ROTA","","ROMA - VIA F. S. BENUCCI 32","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMIC8B800Q","RMIC8B800Q  ISTITUTO COMPRENSIVO VIA AFFOGALASINO","","VIA AFFOGALASINO 120","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","023","RMIC84300T","RMIC84300T  ISTITUTO COMPRENSIVO VIA SOLIDATI TIBURZI","","ROMA - VIA SOLIDATI TIBURZI 2","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMEE8FW01L","RMEE8FW01L  PRIMARIA ANGELO CELLI (ASSOC. I. C. RMIC8FW00E)","RMIC8FW00E","VIA TORRIANI 44 ROMA",""
"ROMA","ROMA","024","RMEE8FX02D","RMEE8FX02D  BUON PASTORE (ASSOC. I. C. RMIC8FX00A)","RMIC8FX00A","VIA BRAVETTA 336 BRAVETTA",""
"ROMA","ROMA","024","RMEE8FV03V","RMEE8FV03V  CESANA (ASSOC. I. C. RMIC8FV00P)","RMIC8FV00P","VIA N. PARBONI 7 ROMA",""
"ROMA","ROMA","024","RMEE8FT015","RMEE8FT015  CRISPI (ASSOC. I. C. RMIC8FT003)","RMIC8FT003","VIA BARRILI 13",""
"ROMA","ROMA","024","RMEE8FX01C","RMEE8FX01C  EMANUELA LOI (ASSOC. I. C. RMIC8FX00A)","RMIC8FX00A","VIA DELLA PISANA 357 LOC. INCIS PISANA",""
"ROMA","ROMA","024","RMEE8FV01R","RMEE8FV01R  GIORGIO FRANCESCHI (ASSOC. I. C. RMIC8FV00P)","RMIC8FV00P","VIA DONNA OLIMPIA 45 ROMA",""
"ROMA","ROMA","024","RMEE8FV02T","RMEE8FV02T  GUGLIELMO OBERDAN (ASSOC. I. C. RMIC8FV00P)","RMIC8FV00P","LARGO RAVIZZA 2 ROMA",""
"ROMA","ROMA","024","RMEE8FZ014","RMEE8FZ014  I. C. PIAZZA FORLANINI (ASSOC. I. C. RMIC8FZ002)","RMIC8FZ002","P. ZZA C. FORLANINI 8 ROMA",""
"ROMA","ROMA","024","RMEE86501R","RMEE86501R  I. DELLA GIOVANNA (ASSOC. I. C. RMIC86500P)","RMIC86500P","VIA I. DELLA GIOVANNA 125",""
"ROMA","ROMA","024","RMEE8F001N","RMEE8F001N  LOLA DI STEFANO (ASSOC. I. C. RMIC8F000G)","RMIC8F000G","VIA CRIVELLI 24 ROMA",""
"ROMA","ROMA","024","RMEE8FW02N","RMEE8FW02N  PRIMARIA ILDEBRANDO PIZZETTI (ASSOC. I. C. RMIC8FW00E)","RMIC8FW00E","VIA DELLA PISANA 168 ROMA",""
"ROMA","ROMA","024","RMEE8FU022","RMEE8FU022  R. SANZIO (ASSOC. I. C. RMIC8FU00V)","RMIC8FU00V","LARGO VALLAURI S. N. C. ROMA",""
"ROMA","ROMA","024","RMEE8FY018","RMEE8FY018  RIO DE JANEIRO (ASSOC. I. C. RMIC8FY006)","RMIC8FY006","VIA F. VALAGUSSA 28 ROMA",""
"ROMA","ROMA","024","RMEE8FU011","RMEE8FU011  V. H. GIROLAMI (ASSOC. I. C. RMIC8FU00V)","RMIC8FU00V","VIA CASIMIRO MANASSEI 60",""
"ROMA","ROMA","024","RMIC8FT003","RMIC8FT003  ISTITUTO COMPRENSIVO I. C. LARGO ORIANI","","ROMA - LARGO A. ORIANI 1","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8FZ002","RMIC8FZ002  ISTITUTO COMPRENSIVO I. C. PIAZZA FORLANINI","","ROMA - P. ZZA C. FORLANINI","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8FX00A","RMIC8FX00A  ISTITUTO COMPRENSIVO I. C. VIA BRAVETTA","","ROMA - VIA BRAVETTA 336","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8F000G","RMIC8F000G  ISTITUTO COMPRENSIVO I. C. VIA CRIVELLI","","ROMA - VIA CRIVELLI 24","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8FY006","RMIC8FY006  ISTITUTO COMPRENSIVO I. C. VIA D'AVARNA","","ROMA - VIA D'AVARNA 9/11","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8FW00E","RMIC8FW00E  ISTITUTO COMPRENSIVO I. C. VIA DEI TORRIANI","","ROMA - VIA DEI TORRIANI 44","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8FV00P","RMIC8FV00P  ISTITUTO COMPRENSIVO I. C. VIA FABIOLA","","VIA FABIOLA 15","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC8FU00V","RMIC8FU00V  ISTITUTO COMPRENSIVO I. C. VIA MANASSEI","","ROMA - VIA CASIMIRO MANASSEI60","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","024","RMIC86500P","RMIC86500P  ISTITUTO COMPRENSIVO NANDO MARTELLINI","","ROMA - VIA VANNI 5","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","025","RMCT709007","RMCT709007  CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA","","ROMA - VIA ENNIO BONIFAZI 64","CON SEDE AMMINISTRATIVA"
"ROMA","ROMA","025","RMEE17200R","RMEE17200R  SC. EL. ANNESSA C. N. V. EM. LE II (CONVITTO NAZIONALE)","","PIAZZA MONTE GRAPPA 5 ROMA",""
"ROMA","ROMA","025","RMEE848013","RMEE848013  CAIROLI (ASSOC. I. C. RMIC848001)","RMIC848001","VIA G. BRUNO N. 2",""
"ROMA","ROMA","025","RMEE8GX013","RMEE8GX013  LEOPARDI (ASSOC. I. C. RMIC8GX001)","RMIC8GX001","PARCO DELLA VITTORIA 30",""
"ROMA","ROMA","025","RMEE8GW017","RMEE8GW017  PISTELLI (ASSOC. I. C. RMIC8GW005)","RMIC8GW005","VIA MONTEZEBIO 35 ROMA",""
"ROMA","ROMA","025","RMEE17201T","RMEE17201T  SC. EL. ANNESSA C. N. V. EM. LE II (PLESSO SEDE DI CIRCOLO)","","PIAZZA MONTE GRAPPA 5 ROMA",""
"ROMA","ROMA","025","RMEE8GW028","RMEE8GW028  SCUOLA SPECIALELEONARDA VACCARI (ASSOC. I. C. RMIC8GW005)","RMIC8GW005","VIALE ANGELICO 22 ROMA",""
"ROMA","ROMA","025","RMEE84501G","RMEE84501G  UMBERTO PRIMO (ASSOC. I. C. RMIC84500D)","RMIC84500D","VIA CASSIODORO 2/A ROMA",""
"ROMA","ROMA","025","RMEE848024","RMEE848024  VICO (ASSOC. I. C. RMIC848001)","RMIC848001","P. LE EROI 14 ROMA",""
"ROMA","ROMA","025","RMIC84500D","RMIC84500D  ISTITUTO COMPRENSIVO DANTE ALIGHIERI","","ROMA - VIA CASSIODORO 2/A","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","025","RMIC8GX001","RMIC8GX001  ISTITUTO COMPRENSIVO IC PARCO DELLA VITTORIA","","ROMA - VIA ANTONIO MORDINI 19","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","025","RMIC8GW005","RMIC8GW005  ISTITUTO COMPRENSIVO IC VIA MONTE ZEBIO","","ROMA - VIA MONTE ZEBIO 35","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","025","RMIC848001","RMIC848001  ISTITUTO COMPRENSIVO VIA L. RIZZO 1","","ROMA - VIA L. RIZZO 1","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMEE8BM01V","RMEE8BM01V  A. BALDI (ASSOC. I. C. RMIC8BM00R)","RMIC8BM00R","VIA SISTO QUARTO 176 ROMA",""
"ROMA","ROMA","026","RMEE8G1014","RMEE8G1014  CARLO EVANGELISTI (ASSOC. I. C. RMIC8G1002)","RMIC8G1002","VIA CORNELIA 73",""
"ROMA","ROMA","026","RMEE84401Q","RMEE84401Q  CASTEL DI GUIDO (ASSOC. I. C. RMIC84400N)","RMIC84400N","VIA GAETANO SODINI 25 ROMA CASTEL DI GUIDO",""
"ROMA","ROMA","026","RMEE8GK021","RMEE8GK021  CLEMENTINA PERONE (ASSOC. I. C. RMIC8GK00T)","RMIC8GK00T","VIA CARDINALE OREGLIA 48 ROMA",""
"ROMA","ROMA","026","RMEE8BN01P","RMEE8BN01P  CORRADO ALVARO (ASSOC. I. C. RMIC8BN00L)","RMIC8BN00L","VIA MARVASI 11 ROMA",""
"ROMA","ROMA","026","RMEE847028","RMEE847028  DUE OTTOBRE (ASSOC. I. C. RMIC847005)","RMIC847005","VIA S. MARIA ALLE FORNACI3 ROMA",""
"ROMA","ROMA","026","RMEE84402R","RMEE84402R  PANTAN MONASTERO (ASSOC. I. C. RMIC84400N)","RMIC84400N","VIA CASALE PANTANELLE 15 ROMA",""
"ROMA","ROMA","026","RMEE8GL01Q","RMEE8GL01Q  PAPA WOJTYLA (ASSOC. I. C. RMIC8GL00N)","RMIC8GL00N","VIA SORISO 41 ROMA",""
"ROMA","ROMA","026","RMEE847017","RMEE847017  SAN FRANCESCO D'ASSISI (ASSOC. I. C. RMIC847005)","RMIC847005","PIAZZA BORGONCINI 5 ROMA",""
"ROMA","ROMA","026","RMEE84403T","RMEE84403T  TENUTA SAN MARIO (ASSOC. I. C. RMIC84400N)","RMIC84400N","VIA BOCCEA KM. 13500 ROMA",""
"ROMA","ROMA","026","RMEE8GM02L","RMEE8GM02L  VIA CASALOTTI 259 (ASSOC. I. C. RMIC8GM00D)","RMIC8GM00D","(SEDE DI ORGANICO - ESPRIMIBILE DAL PERSONALE DOCENTE)",""
"ROMA","ROMA","026","RMEE8GM01G","RMEE8GM01G  VIA CASALOTTI 85 (ASSOC. I. C. RMIC8GM00D)","RMIC8GM00D","VIA CASALOTTI 85",""
"ROMA","ROMA","026","RMEE8G201X","RMEE8G201X  VIA CORNELIA (ASSOC. I. C. RMIC8G200T)","RMIC8G200T","VIA CORNELIA 43",""
"ROMA","ROMA","026","RMEE8G1025","RMEE8G1025  VIA E. BONDI (ASSOC. I. C. RMIC8G1002)","RMIC8G1002","VIA E. BONDI N. 83 ROMA",""
"ROMA","ROMA","026","RMEE847039","RMEE847039  VIA MANETTI (ASSOC. I. C. RMIC847005)","RMIC847005","VIA MANETTI 6 ROMA",""
"ROMA","ROMA","026","RMEE8G2021","RMEE8G2021  VIA ORBASSANO 69 (ASSOC. I. C. RMIC8G200T)","RMIC8G200T","ROMA",""
"ROMA","ROMA","026","RMEE8GK01X","RMEE8GK01X  VITTORIO ALFIERI (ASSOC. I. C. RMIC8GK00T)","RMIC8GK00T","LARGO SAN PIO V 21 ROMA",""
"ROMA","ROMA","026","RMEE8GL02R","RMEE8GL02R  XXI APRILE (ASSOC. I. C. RMIC8GL00N)","RMIC8GL00N","VIA LUCA PASSI 57 ROMA",""
"ROMA","ROMA","026","RMIC8BN00L","RMIC8BN00L  ISTITUTO COMPRENSIVO ANTONIO ROSMINI","","ROMA - VIA GIORGIO DEL VECCHIO 24","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8GK00T","RMIC8GK00T  ISTITUTO COMPRENSIVO I. C. LARGO S. PIO V","","ROMA - L. GO S. PIO V 20","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8GL00N","RMIC8GL00N  ISTITUTO COMPRENSIVO I. C. VIA SORISO","","ROMA - VIA SORISO 41","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC847005","RMIC847005  ISTITUTO COMPRENSIVO IC P. ZZA BORGONCINI DUCA 5","","ROMA - P. ZZA BORGONCINI DUCA 5 ROMA","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8GM00D","RMIC8GM00D  ISTITUTO COMPRENSIVO IC VIA CASALOTTI 259","","ROMA - VIA CASALOTTI 259","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8G1002","RMIC8G1002  ISTITUTO COMPRENSIVO IC VIA CORNELIA 73","","ROMA - VIA CORNELIA 73","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8G200T","RMIC8G200T  ISTITUTO COMPRENSIVO IC VIA ORMEA","","ROMA - VIA ORMEA 6","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8BS00X","RMIC8BS00X  ISTITUTO COMPRENSIVO ISTITUTO COMPRENSIVO PER SORDI","","ROMA - VIA NOMENTANA 56","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC8BM00R","RMIC8BM00R  ISTITUTO COMPRENSIVO MARIA CAPOZZI","","ROMA - VIA ENNIO BONIFAZI 64","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","026","RMIC84400N","RMIC84400N  ISTITUTO COMPRENSIVO VIA BOCCEA 590","","ROMA - VIA BOCCEA 590","CON SEZIONI ASSOCIATE"
"ROMA","ROMA","027","RMCT71000B","RMCT71000B  CENTRO TERRITORIALE PERMANENTE - ISTRUZIONE IN ETA' ADULTA","","ROMA - VIA PIETRO MAFFI 45","CON SEDE AMMINISTRATIVA"
"ROMA","ROMA","027","RMEE8GV04E","RMEE8GV04E  ALBERTO SORDI (ASSOC. I. C. RMIC8GV009)","RMIC8GV009","VIA TAGGIA 70",""
"ROMA","ROMA","027","RMEE8GS01X","RMEE8GS01X  ANTONIO BERTOLOTTI (ASSOC. I. C. RMIC8GS00T)","RMIC8GS00T","VIA GIUSEPPE MAZZATINTI 37 ROMA",""
"ROMA","ROMA","027","RMEE8GT01Q","RMEE8GT01Q  ASSAROTTI (ASSOC. I. C. RMIC8GT00N)","RMIC8GT00N","VIA ASSAROTTI 13 ROMA",""
"ROMA","ROMA","027","RMEE8BP01E","RMEE8BP01E  C. NOBILI (ASSOC. I. C. RMIC8BP00C)","RMIC8BP00C","VIA G. BITOSSI 5",""
"ROMA","ROMA","027","RMEE8G303T","RMEE8G303T  FORTE BRASCHI (ASSOC. I. C. RMIC8G300N)","RMIC8G300N","VIA DEL FORTE BRASCHI ROMA",""
"ROMA","ROMA","027","RMEE8GS021","RMEE8GS021  L. L. BESSO (ASSOC. I. C. RMIC8GS00T)","RMIC8GS00T","VIA GIUSEPPE MAZZATINTI 15 ROMA",""
"ROMA","ROMA","027","RMEE8GU01G","RMEE8GU01G  M. G. AMICI E F. DI MEGLIO (ASSOC. I. C. RMIC8GU00D)","RMIC8GU00D","VIA BELLINGERI-VIA VERGA 2",""
"ROMA","ROMA","027","RMEE8G501B","RMEE8G501B  MAFFI (ASSOC. I. C. RMIC8G5009)","RMIC8G5009","VIA P. MAFFI 45 ROMA",""
"ROMA","ROMA","027","RMEE8GS032","RMEE8GS032  MONTE ARSICCIO (ASSOC. I. C. RMIC8GS00T)","RMIC8GS00T","VIA CIAMPOLI 21 OTTAVIA",""
"ROMA","ROMA","027","RMEE8G302R","RMEE8G302R  OSPEDALE S. CAMILLO (OSPED. /ASSOC. I. C. RMIC8G300N)","RMIC8G300N","CIRC. NE GIANICOLENSE",""
"ROMA","ROMA","027","RMEE84602C","RMEE84602C  PAVESE (ASSOC. I. C. RMIC846009)","RMIC846009","VIA DI TORREVECCHIA 793",""
"ROMA","ROMA","027","RMEE84604E","RMEE84604E  PIANO ZONA 74 (ASSOC. I. C. RMIC846009)","RMIC846009","VIA D. AZZOLINO 33",""
"ROMA","ROMA","027","RMEE85703X","RMEE85703X  PLESSO TRAGLIATA (ASSOC. I. C. RMIC85700Q)","RMIC85700Q","TULLIANA 49 TRAGLIATA",""
"ROMA","ROMA","027","RMEE8GV03D","RMEE8GV03D  POLICLINICO GEMELLI (OSPED. /ASSOC. I. C. RMIC8GV009)","RMIC8GV009","VIA PINETA SACCHETTI",""
"ROMA","ROMA","027","RMEE84405X","RMEE84405X  PORCARECCIA (ASSOC. I. C. RMIC84400N)","RMIC84400N","VIA DI BOCCEA 590 ROMA",""
"ROMA","ROMA","027","RMEE84601B","RMEE84601B  QUARTACCIO (ASSOC. I. C. RMIC846009)","RMIC846009","VIA DEL QUARTACCIO",""
"ROMA","ROMA","027","RMEE8GV01B","RMEE8GV01B  R. LAMBRUSCHINI (ASSOC. I. C. RMIC8GV009)","RMIC8GV009","VIA S. CELESTINA DONATI 110",""
"ROMA","ROMA","027","RMEE84603D","RMEE84603D  SAN NICOLA II (ASSOC. I. C. RMIC846009)","RMIC846009","VIA CEVA 248",""
"ROMA","ROMA","027","RMEE8GR01P","RMEE8GR01P  SANT'ANDREA (ASSOC. I. C. RMIC8GR00L)","RMIC8GR00L","VIA ASCREA B. TA SANT'ANDREA",""
"ROMA","ROMA","027","RMEE8GV02C","RMEE8GV02C  SEZIONE CUSTODIA PREVENTIVA (ASSOC. I. C. RMIC8GV009)","RMIC8GV009","VIA BARILLAI 140 LOC. CASAL DI MARMO",""
"ROMA","ROMA","027","RMEE8G301Q","RMEE8G301Q  VENTICINQUE APRILE (ASSOC. I. C. RMIC8G300N)","RMIC8G300N","VIA F. BORROMEO 57 ROMA",""
"ROMA","ROMA","027","RMEE8BQ01A","RMEE8BQ01A  VIA APPIANO (ASSOC. I. C. RMIC8BQ008)","RMIC8BQ008","VIA APPIANO 15",""
"ROMA","ROMA","027","RMEE8GR03R","RMEE8GR03R  VIA ASCREA 26 (ASSOC. I. C. RMIC8GR00L)","RMIC8GR00L","VIA ASCREA26 ROMA",""
"ROMA","ROMA","027","RMEE8GR02Q","RMEE8GR02Q  VIA CASAL DEL MARMO (ASSOC. I. C. RMIC8GR00L)","RMIC8GR00L","VIA CASAL DEL MARMO 212",""
"ROMA","ROMA","027","RMEE8G502C","RMEE8G502C  VIA MAGLIONE (ASSOC. I. C. RMIC8G5009)","RMIC8G5009","VIA MAGLIONE 15 ROMA",""
"ROMA","ROMA","027","RMEE8GT03T","RMEE8GT03T  VIA TAVERNA (ASSOC. I. C. RMIC8GT00N)","RMIC8GT00N","VIA TAVERNA95 ROMA",""
"ROMA","ROMA","027","RMEE8GT02R","RMEE8GT02R  VIA TRIONFALE (ASSOC. I. C. RMIC8GT00N)","RMIC8GT00N","VIA TRIONFALE 7333 ROMA",""
